"No.","Time","Source","Destination","Protocol","Length","Info"
"271","51.146222","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=190/48640, ttl=53 (request in 270)"
"278","52.120185","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=191/48896, ttl=128 (reply in 279)"
"279","52.187211","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=191/48896, ttl=53 (request in 278)"
"283","53.140448","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=192/49152, ttl=128 (reply in 284)"
"284","53.186409","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=192/49152, ttl=53 (request in 283)"
"290","54.155701","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=193/49408, ttl=128 (reply in 291)"
"291","54.185920","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=193/49408, ttl=53 (request in 290)"
"301","55.173819","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=194/49664, ttl=128 (reply in 302)"
"302","55.227139","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=194/49664, ttl=53 (request in 301)"
"305","56.196767","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=195/49920, ttl=128 (reply in 306)"
"306","56.266334","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=195/49920, ttl=53 (request in 305)"
"309","57.208092","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=196/50176, ttl=128 (reply in 310)"
"310","57.264337","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=196/50176, ttl=53 (request in 309)"
"322","58.282484","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=197/50432, ttl=128 (reply in 323)"
"323","58.344350","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=197/50432, ttl=53 (request in 322)"
"330","59.379094","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=198/50688, ttl=128 (reply in 332)"
"332","59.426833","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=198/50688, ttl=53 (request in 330)"
"338","60.444103","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=199/50944, ttl=128 (reply in 339)"
"339","60.512565","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=199/50944, ttl=53 (request in 338)"
"340","61.461450","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=200/51200, ttl=128 (reply in 341)"
"341","61.504511","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=200/51200, ttl=53 (request in 340)"
"344","62.478114","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=201/51456, ttl=128 (reply in 345)"
"345","62.546989","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=201/51456, ttl=53 (request in 344)"
"346","63.491633","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=202/51712, ttl=128 (reply in 347)"
"347","63.543720","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=202/51712, ttl=53 (request in 346)"
"353","64.511506","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=203/51968, ttl=128 (reply in 354)"
"354","64.584078","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=203/51968, ttl=53 (request in 353)"
"358","65.529612","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=204/52224, ttl=128 (reply in 360)"
"360","65.594172","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=204/52224, ttl=53 (request in 358)"
"361","66.544652","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=205/52480, ttl=128 (reply in 362)"
"362","66.586896","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=205/52480, ttl=53 (request in 361)"
"365","67.563304","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=206/52736, ttl=128 (reply in 366)"
"366","67.624334","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=206/52736, ttl=53 (request in 365)"
"367","68.581154","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=207/52992, ttl=128 (reply in 368)"
"368","68.626962","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=207/52992, ttl=53 (request in 367)"
"369","69.593021","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=208/53248, ttl=128 (reply in 370)"
"370","69.626359","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=208/53248, ttl=53 (request in 369)"
"380","70.608563","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=209/53504, ttl=128 (reply in 381)"
"381","70.664206","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=209/53504, ttl=53 (request in 380)"
"393","71.629928","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=210/53760, ttl=128 (reply in 395)"
"395","71.667353","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=210/53760, ttl=53 (request in 393)"
"399","72.642994","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=211/54016, ttl=128 (reply in 401)"
"401","72.707558","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=211/54016, ttl=53 (request in 399)"
"402","73.658876","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=212/54272, ttl=128 (reply in 403)"
"403","73.706837","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=212/54272, ttl=53 (request in 402)"
"414","74.676094","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=213/54528, ttl=128 (reply in 415)"
"415","74.748063","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=213/54528, ttl=53 (request in 414)"
"416","75.690676","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=214/54784, ttl=128 (reply in 417)"
"417","75.749229","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=214/54784, ttl=53 (request in 416)"
"418","76.721188","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=215/55040, ttl=128 (reply in 419)"
"419","76.788083","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=215/55040, ttl=53 (request in 418)"
"422","77.726138","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=216/55296, ttl=128 (reply in 423)"
"423","77.753894","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=216/55296, ttl=53 (request in 422)"
"426","78.740261","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=217/55552, ttl=128 (reply in 427)"
"427","78.788184","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=217/55552, ttl=53 (request in 426)"
"432","79.748242","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=218/55808, ttl=128 (reply in 433)"
"433","79.826590","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=218/55808, ttl=53 (request in 432)"
"434","80.766121","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=219/56064, ttl=128 (reply in 435)"
"435","80.831404","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=219/56064, ttl=53 (request in 434)"
"436","81.782193","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=220/56320, ttl=128 (reply in 437)"
"437","81.827333","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=220/56320, ttl=53 (request in 436)"
"438","82.798993","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=221/56576, ttl=128 (reply in 439)"
"439","82.866837","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=221/56576, ttl=53 (request in 438)"
"440","83.815627","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=222/56832, ttl=128 (reply in 441)"
"441","83.866727","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=222/56832, ttl=53 (request in 440)"
"449","84.829602","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=223/57088, ttl=128 (reply in 450)"
"450","84.906846","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=223/57088, ttl=53 (request in 449)"
"451","85.850295","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=224/57344, ttl=128 (reply in 452)"
"452","85.904968","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=224/57344, ttl=53 (request in 451)"
"453","86.864548","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=225/57600, ttl=128 (reply in 454)"
"454","86.904777","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=225/57600, ttl=53 (request in 453)"
"463","87.880736","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=226/57856, ttl=128 (reply in 464)"
"464","87.908705","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=226/57856, ttl=53 (request in 463)"
"474","88.897989","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=227/58112, ttl=128 (reply in 475)"
"475","88.944884","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=227/58112, ttl=53 (request in 474)"
"479","89.911174","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=228/58368, ttl=128 (reply in 480)"
"480","89.946857","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=228/58368, ttl=53 (request in 479)"
"555","90.936591","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=229/58624, ttl=128 (reply in 557)"
"557","90.984477","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=229/58624, ttl=53 (request in 555)"
"567","91.947517","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=230/58880, ttl=128 (reply in 568)"
"568","91.984853","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=230/58880, ttl=53 (request in 567)"
"577","93.026788","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=231/59136, ttl=128 (reply in 578)"
"578","93.106806","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=231/59136, ttl=53 (request in 577)"
"586","94.074215","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=232/59392, ttl=128 (reply in 587)"
"587","94.106807","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=232/59392, ttl=53 (request in 586)"
"588","95.091733","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=233/59648, ttl=128 (reply in 589)"
"589","95.144981","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=233/59648, ttl=53 (request in 588)"
"605","96.106780","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=234/59904, ttl=128 (reply in 606)"
"606","96.144779","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=234/59904, ttl=53 (request in 605)"
"638","97.127578","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=235/60160, ttl=128 (reply in 639)"
"639","97.186838","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=235/60160, ttl=53 (request in 638)"
"652","98.145701","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=236/60416, ttl=128 (reply in 655)"
"655","98.184908","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=236/60416, ttl=53 (request in 652)"
"673","99.163395","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=237/60672, ttl=128 (reply in 675)"
"675","99.230162","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=237/60672, ttl=53 (request in 673)"
"685","100.181916","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=238/60928, ttl=128 (reply in 687)"
"687","100.226784","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=238/60928, ttl=53 (request in 685)"
"695","101.199174","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=239/61184, ttl=128 (reply in 696)"
"696","101.268112","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=239/61184, ttl=53 (request in 695)"
"703","102.214467","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=240/61440, ttl=128 (reply in 704)"
"704","102.270102","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=240/61440, ttl=53 (request in 703)"
"705","103.227700","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=241/61696, ttl=128 (reply in 706)"
"706","103.277225","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=241/61696, ttl=53 (request in 705)"
"712","104.245210","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=242/61952, ttl=128 (reply in 713)"
"713","104.307558","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=242/61952, ttl=53 (request in 712)"
"716","105.265563","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=243/62208, ttl=128 (reply in 717)"
"717","105.305176","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=243/62208, ttl=53 (request in 716)"
"718","106.285651","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=244/62464, ttl=128 (reply in 719)"
"719","106.347025","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=244/62464, ttl=53 (request in 718)"
"722","107.310135","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=245/62720, ttl=128 (reply in 723)"
"723","107.387649","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=245/62720, ttl=53 (request in 722)"
"727","108.319216","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=246/62976, ttl=128 (reply in 728)"
"728","108.391935","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=246/62976, ttl=53 (request in 727)"
"729","109.367879","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=247/63232, ttl=128 (reply in 730)"
"730","109.429604","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=247/63232, ttl=53 (request in 729)"
"731","110.385212","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=248/63488, ttl=128 (reply in 732)"
"732","110.428295","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=248/63488, ttl=53 (request in 731)"
"735","111.400519","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=249/63744, ttl=128 (reply in 736)"
"736","111.432558","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=249/63744, ttl=53 (request in 735)"
"739","112.414951","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=250/64000, ttl=128 (reply in 740)"
"740","112.467874","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=250/64000, ttl=53 (request in 739)"
"742","113.431280","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=251/64256, ttl=128 (reply in 744)"
"744","113.467185","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=251/64256, ttl=53 (request in 742)"
"749","114.451444","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=252/64512, ttl=128 (reply in 750)"
"750","114.505092","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=252/64512, ttl=53 (request in 749)"
"753","115.471985","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=253/64768, ttl=128 (reply in 754)"
"754","115.547279","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=253/64768, ttl=53 (request in 753)"
"761","116.491654","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=254/65024, ttl=128 (reply in 762)"
"762","116.548232","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=254/65024, ttl=53 (request in 761)"
"770","117.506684","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=255/65280, ttl=128 (reply in 772)"
"772","117.548312","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=255/65280, ttl=53 (request in 770)"
"789","118.523401","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=256/1, ttl=128 (reply in 790)"
"790","118.588274","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=256/1, ttl=53 (request in 789)"
"807","119.537196","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=257/257, ttl=128 (reply in 809)"
"809","119.588122","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=257/257, ttl=53 (request in 807)"
"817","120.552508","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=258/513, ttl=128 (reply in 818)"
"818","120.587823","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=258/513, ttl=53 (request in 817)"
"823","121.566881","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=259/769, ttl=128 (reply in 824)"
"824","121.628414","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=259/769, ttl=53 (request in 823)"
"2030","220.845962","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=260/1025, ttl=128 (reply in 2031)"
"2031","220.906824","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=260/1025, ttl=53 (request in 2030)"
"2102","221.855714","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=261/1281, ttl=128 (reply in 2103)"
"2103","221.906922","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=261/1281, ttl=53 (request in 2102)"
"2117","222.869998","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=262/1537, ttl=128 (reply in 2121)"
"2121","223.016538","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=262/1537, ttl=53 (request in 2117)"
"2131","223.888795","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=263/1793, ttl=128 (reply in 2133)"
"2133","223.950156","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=263/1793, ttl=53 (request in 2131)"
"2144","224.903177","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=264/2049, ttl=128 (reply in 2145)"
"2145","224.946679","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=264/2049, ttl=53 (request in 2144)"
"2152","225.920380","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=265/2305, ttl=128 (reply in 2153)"
"2153","225.949213","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=265/2305, ttl=53 (request in 2152)"
"2156","226.944220","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=266/2561, ttl=128 (reply in 2157)"
"2157","226.980533","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=266/2561, ttl=53 (request in 2156)"
"2160","227.959617","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=267/2817, ttl=128 (reply in 2161)"
"2161","228.099087","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=267/2817, ttl=53 (request in 2160)"
"2164","228.969357","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=268/3073, ttl=128 (reply in 2166)"
"2166","229.101049","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=268/3073, ttl=53 (request in 2164)"
"2171","229.985023","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=269/3329, ttl=128 (reply in 2176)"
"2176","230.035043","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=269/3329, ttl=53 (request in 2171)"
"2267","230.991328","192.168.92.34","8.8.8.8","ICMP","74","Echo (ping) request  id=0x0001, seq=270/3585, ttl=128 (reply in 2286)"
"2286","231.147018","8.8.8.8","192.168.92.34","ICMP","74","Echo (ping) reply    id=0x0001, seq=270/3585, ttl=53 (request in 2267)"
